order_id,order_date,customer_id,region,last_touch_channel,device_type,shipping_cost,order_total,is_returned,returned_amount
3283,2025-06-07,6451,Northeast,Social,Mobile,10.82,473.61,False,0.0
3284,2023-06-19,10815,West,Referral,Desktop,6.72,29.54,False,0.0
3285,2023-01-06,8028,West,Display,Desktop,4.68,309.79,False,0.0
3286,2024-01-05,12753,West,Paid Search,Desktop,8.55,301.44,False,0.0
3287,2023-09-05,11094,South,Referral,Mobile,0.0,130.58,False,0.0
3288,2023-04-20,14248,Northeast,Organic Search,Desktop,10.08,87.41,False,0.0
3289,2023-06-06,12374,Midwest,Paid Search,Desktop,6.08,136.06,True,103.21
3290,2024-03-16,237,Northeast,Referral,Tablet,4.48,224.73,False,0.0
3291,2024-04-15,4222,Northeast,Organic Search,Desktop,16.69,222.03,False,0.0
3292,2023-08-29,14349,Northeast,Organic Search,Desktop,8.24,396.64,False,0.0
3293,2023-01-15,13316,Midwest,Social,Mobile,6.85,54.69,False,0.0
3294,2024-08-26,10066,South,Organic Search,Mobile,4.69,1070.0,False,0.0
3295,2023-10-21,11830,West,Referral,Tablet,0.0,174.59,False,0.0
3296,2023-04-29,14738,N. East,Organic Search,Mobile,10.38,330.68,False,0.0
3297,2024-01-20,6400,Northeast,Email,Tablet,13.2,181.88,False,0.0
3298,2024-11-09,3915,west  ,Organic Search,Mobile,9.83,47.09,False,0.0
3299,2023-10-05,2359,South,Display,Tablet,4.17,75.01,False,0.0
3300,2024-01-02,10069,Northeast,Referral,Mobile,3.06,678.49,False,0.0
3301,2025-02-03,7078,Northeast,Paid Search,Mobile,2.89,288.83,False,0.0
3302,2023-02-01,14742,South,Direct,Tablet,9.29,131.76,False,0.0
3303,2023-10-19,6765,West,Paid Search,Mobile,0.0,239.36,False,0.0
3304,2025-03-27,9948,Midwest,Organic Search,Mobile,6.55,402.88,False,0.0
3305,2024-03-10,4931,Northeast,Paid Search,Mobile,7.61,314.8,False,0.0
3306,2024-01-19,5000,Midwest,Paid Search,Desktop,6.43,579.23,False,0.0
3307,2023-06-01,3564,West,Direct,Tablet,5.42,66.77,False,0.0
3308,2024-05-30,9857,Northeast,Direct,Desktop,9.94,617.86,True,263.34
3309,2024-06-07,11705,South,Social,Desktop,0.0,711.72,False,0.0
3310,2024-08-04,6173,Midwest,Display,Mobile,5.96,456.65,True,157.95
3311,2024-05-03,308,Northeast,Direct,Desktop,9.9,478.54,False,0.0
3312,2023-01-21,11821,South,Direct,Mobile,5.87,130.28,False,0.0
3313,2023-02-04,13133,Northeast,Referral,Mobile,7.42,143.55,False,0.0
3314,2024-04-05,4117,West,Direct,Mobile,4.67,75.13,False,0.0
3315,2024-06-09,12406,South,Organic Search,Desktop,6.6,231.26,False,0.0
3316,2024-11-11,2025,South,Paid Search,Desktop,6.13,46.33,False,0.0
3317,2024-08-10,9389,Northeast,Organic Search,Tablet,7.05,522.69,False,0.0
3318,2023-12-09,13884,South,Paid Search,Mobile,1.38,112.98,False,0.0
3319,2025-05-30,8566,South,Social,Mobile,8.6,743.88,False,0.0
3320,2023-08-27,9203,Midwest,Email,Mobile,7.93,60.01,False,0.0
3321,2024-07-07,12782,West,Social,Desktop,4.77,367.07,False,0.0
3322,2023-03-24,12688,Northeast,Paid Search,,6.42,271.22,False,0.0
3323,2023-02-02,5857,South,Email,Mobile,7.0,651.78,False,0.0
3324,2025-01-15,5372,South,Paid Search,Desktop,1.64,544.0,False,0.0
3325,2025-02-08,11784,West,Direct,Desktop,12.48,229.17,False,0.0
3326,2024-07-08,6250,South,Display,Desktop,5.12,559.64,False,0.0
3327,2023-11-09,13344,Northeast,Email,,0.0,202.29,False,0.0
3328,2023-06-14,473,Midwest,Organic Search,Mobile,9.2,71.82,False,0.0
3329,2023-05-02,9941,South,Email,Mobile,7.87,184.64,False,0.0
3330,2025-01-21,6644,West,Display,Mobile,6.15,230.83,False,0.0
3331,2023-11-16,8586,Northeast,Direct,Mobile,8.54,101.42,False,0.0
3332,2023-05-19,14106,Midwest,Direct,Mobile,8.78,117.54,False,0.0
3333,2023-01-16,1189,Northeast,Email,Desktop,6.42,133.74,False,0.0
3334,2024-09-29,12607,Northeast,Referral,Mobile,7.91,353.33,True,201.62
3335,2023-12-13,2327,South,Paid Search,Desktop,9.54,114.1,False,0.0
3336,2024-06-01,5266,Midwest,Referral,Mobile,9.25,623.58,False,0.0
3337,2023-07-28,6995,West,Direct,Desktop,6.9,511.66,False,0.0
3338,2023-07-28,13843,Northeast,Referral,Mobile,9.69,76.86,False,0.0
3339,2023-04-27,1328,Midwest,Paid Search,Desktop,3.89,1027.23,False,0.0
3340,2023-05-09,14502,Midwest,Email,Desktop,3.27,1373.48,False,0.0
3341,2023-09-22,3521,Midwest,Social,Desktop,6.93,152.33,False,0.0
3342,2024-03-22,6931,Northeast,Referral,Tablet,6.93,33.31,False,0.0
3343,2024-07-08,1186,Midwest,Social,Mobile,10.36,351.72,False,0.0
3344,2025-03-08,10224,Midwest,Social,Desktop,10.33,191.11,False,0.0
3345,2024-11-21,1757,Midwest,Social,Mobile,2.99,169.07,False,0.0
3346,2024-04-01,3359,South,Direct,Desktop,11.59,29.93,False,0.0
3347,2024-04-01,2527,South,Social,Tablet,9.01,95.03,False,0.0
3348,2024-06-15,13403,Midwest,Organic Search,Desktop,5.07,73.32,False,0.0
3349,2023-10-08,9698,Northeast,Social,Desktop,9.08,376.08,False,0.0
3350,2023-02-08,8047,Northeast,Organic Search,Mobile,11.06,327.2,False,0.0
3351,2023-07-15,14030,Midwest,Display,Desktop,6.59,237.5,False,0.0
3352,2023-11-06,14616,Northeast,Referral,Tablet,5.24,404.83,False,0.0
3353,2024-04-07,10483,South,Referral,Desktop,10.03,303.13,False,0.0
3354,2023-12-02,13325,South,Paid Search,Tablet,4.19,91.28,False,0.0
3355,2023-08-17,1856,West,Display,Desktop,8.19,88.29,True,36.39
3356,2024-10-16,2901,South,Direct,Mobile,10.26,513.54,True,126.19
3357,2025-06-21,13269,South,Organic Search,Desktop,12.09,552.41,False,0.0
3358,2023-06-28,3346,South,Referral,Desktop,8.19,166.39,False,0.0
3359,2025-06-15,12444,Midwest,Organic Search,Mobile,7.16,178.77,False,0.0
3360,2025-01-09,7039,Midwest,Referral,Mobile,5.8,197.28,False,0.0
3361,2025-05-13,2645,South,Social,Desktop,7.48,700.74,False,0.0
3362,2024-04-11,4201,South,Email,Mobile,9.12,125.91,False,0.0
3363,2023-11-27,2131,Northeast,Email,Mobile,7.71,537.92,True,149.0
3364,2023-08-02,1269,South,Organic Search,Desktop,11.24,540.63,False,0.0
3365,2024-05-13,3252,South,Paid Search,Mobile,5.19,361.41,False,0.0
3366,2025-06-30,10462,Northeast,Direct,Mobile,6.64,415.3,False,0.0
3367,2025-06-21,5925,south ,Display,Tablet,3.41,294.05,False,0.0
3368,2025-06-27,5347,Midwest,Social,Mobile,11.96,449.78,False,0.0
3369,2024-11-05,5672,West,Social,Tablet,0.0,407.18,False,0.0
3370,2023-01-22,4428,Northeast,Email,Mobile,1.7,321.18,False,0.0
3371,2025-05-09,10269,Northeast,Display,Desktop,8.99,33.67,False,0.0
3372,2025-05-10,7858,West,Email,Mobile,5.24,312.89,False,0.0
3373,2023-01-18,1963,Midwest,Paid Search,Desktop,10.15,384.66,False,0.0
3374,2024-05-31,5775,Northeast,Organic Search,Mobile,8.7,110.73,False,0.0
3375,2025-01-27,897,Midwest,Social,Desktop,6.3,286.64,False,0.0
3376,2024-08-12,642,Midwest,Direct,Mobile,3.73,20.88,False,0.0
3377,2025-05-25,3604,West,Organic Search,Desktop,5.69,88.73,False,0.0
3378,2023-10-24,1257,South,Paid Search,Desktop,4.37,335.15,False,0.0
3379,2023-10-12,8804,South,Organic Search,Mobile,3.08,407.15,False,0.0
3380,2024-05-03,12645,Northeast,Organic Search,Mobile,5.85,355.39,False,0.0
3381,2023-07-26,12430,South,Email,Mobile,10.43,230.71,False,0.0
3382,2025-01-10,11370,Northeast,Organic Search,Desktop,6.31,85.18,False,0.0
3383,2023-12-11,14107,West,Email,Desktop,4.5,426.76,False,0.0
3384,2023-07-30,13828,Midwest,Email,Desktop,0.32,88.27,False,0.0
3385,2024-04-23,10492,West,Direct,Desktop,4.13,24.23,False,0.0
3386,2023-06-11,887,Northeast,Organic Search,Mobile,5.18,151.94,False,0.0
3387,2024-09-17,13407,Midwest,Direct,Desktop,10.08,110.63,True,90.86
3388,2023-08-02,1767,South,Display,Tablet,6.55,103.11,False,0.0
3389,2024-04-21,8428,South,Organic Search,Mobile,6.95,245.5,False,0.0
3390,2024-12-02,3800,South,Paid Search,Tablet,3.51,431.07,False,0.0
3391,2024-11-30,3535,Northeast,Organic Search,Mobile,9.18,87.49,False,0.0
3392,2024-07-19,5907,Midwest,Social,Mobile,10.67,66.25,False,0.0
3393,2023-12-13,4376,West,Direct,Desktop,9.93,129.57,False,0.0
3394,2024-09-15,14060,South,Email,Desktop,13.19,199.02,False,0.0
3395,2025-05-11,9967,Northeast,Paid Search,Desktop,7.12,404.86,False,0.0
3396,2025-02-23,1043,South,Paid Search,Desktop,7.78,176.69,False,0.0
3397,2025-05-10,4346,West,Paid Search,Tablet,9.52,288.85,False,0.0
3398,2024-08-20,517,Northeast,Referral,Desktop,8.69,166.04,False,0.0
3399,2025-02-03,13776,Northeast,Organic Search,Mobile,7.76,48.72,False,0.0
3400,2025-04-16,12072,West,Social,Desktop,5.35,280.15,False,0.0
3401,2023-12-22,11477,Northeast,Referral,Desktop,9.66,697.0,False,0.0
3402,2025-04-26,8273,South,Direct,Desktop,8.05,435.21,False,0.0
3403,2024-11-02,12635,Northeast,Social,Desktop,8.28,80.4,False,0.0
3404,2023-08-28,1442,South,Paid Search,Desktop,7.7,165.56,False,0.0
3405,2023-02-07,1234,Northeast,Organic Search,Mobile,7.98,58.66,False,0.0
3406,2025-05-09,14615,West,Email,Mobile,10.41,80.51,False,0.0
3407,2025-06-20,2102,Northeast,Social,Tablet,9.51,183.45,False,0.0
3408,2025-06-28,6139,Midwest,Social,Mobile,0.0,218.21,False,0.0
3409,2023-12-22,7164,West,Email,Mobile,12.11,399.97,False,0.0
3410,2024-01-04,14217,Midwest,Email,Mobile,14.56,93.82,False,0.0
3411,2023-11-15,3759,Northeast,Referral,Desktop,3.21,147.6,False,0.0
3412,2023-06-28,8356,Midwest,Organic Search,Desktop,11.2,165.95,False,0.0
3413,2023-03-01,9719,West,Email,Mobile,4.86,106.7,False,0.0
3414,2023-03-18,6028,Northeast,Paid Search,Mobile,8.46,151.05,False,0.0
3415,2025-04-19,10426,West,Social,Mobile,7.49,21.7,False,0.0
3416,2024-11-24,13342,Northeast,Display,Tablet,13.93,196.44,False,0.0
3417,2024-12-09,5114,South,Organic Search,,5.21,156.95,False,0.0
3418,2024-07-27,10399,Northeast,Display,,5.07,535.26,False,0.0
3419,2023-01-15,6512,West,Email,Desktop,1.38,15.93,False,0.0
3420,2023-07-25,10194,South,Organic Search,Desktop,8.79,283.32,False,0.0
3421,2025-04-18,4909,West,Paid Search,Desktop,7.36,95.77,False,0.0
3422,2023-01-06,13128,Northeast,Social,Mobile,6.76,87.45,False,0.0
3423,2023-10-12,8813,South,Direct,,6.95,359.59,False,0.0
3424,2024-11-09,12545,Midwest,Paid Search,Mobile,11.6,369.86,False,0.0
3425,2025-06-24,13283,South,Display,Mobile,7.42,266.41,False,0.0
3426,2025-04-20,6995,West,Direct,Desktop,5.59,216.21,False,0.0
3427,2023-07-21,11708,Midwest,Referral,Mobile,0.83,43.49,False,0.0
3428,2025-03-28,5925,south ,Direct,Mobile,10.5,150.27,False,0.0
3429,2024-08-21,6838,Northeast,Organic Search,Mobile,5.98,659.51,False,0.0
3430,2023-08-30,10577,West,Organic Search,Desktop,5.42,385.22,False,0.0
3431,2023-02-13,6816,Northeast,Direct,Mobile,6.35,481.91,False,0.0
3432,2025-01-28,5951,N. East,Organic Search,Mobile,4.65,137.03,False,0.0
3433,2023-09-03,13477,South,Display,Desktop,1.6,239.18,False,0.0
3434,2024-01-04,8567,West,Email,Mobile,6.72,152.43,False,0.0
3435,2025-03-04,6331,Northeast,Email,Mobile,8.12,186.52,False,0.0
3436,2024-12-08,9321,West,Display,Tablet,10.17,64.75,False,0.0
3437,2025-01-21,278,Northeast,Organic Search,Desktop,9.49,214.74,False,0.0
3438,2024-07-20,13199,Midwest,Referral,Desktop,9.54,269.36,False,0.0
3439,2024-06-15,11468,West,Email,Desktop,0.19,95.26,False,0.0
3440,2023-01-04,11685,South,Direct,Mobile,6.68,65.7,False,0.0
3441,2023-02-10,9161,West,Paid Search,Mobile,9.04,55.94,False,0.0
3442,2024-11-16,8629,Midwest,Organic Search,Desktop,5.53,35.41,False,0.0
3443,2023-10-04,9635,Northeast,Social,Desktop,10.57,724.85,False,0.0
3444,2023-06-08,4848,West,Paid Search,Desktop,11.41,40.86,False,0.0
3445,2024-10-31,5365,Northeast,Direct,Desktop,6.66,650.8,False,0.0
3446,2023-12-27,7615,Northeast,Organic Search,Mobile,12.97,464.87,False,0.0
3447,2023-03-22,13163,West,Email,Tablet,12.32,53.4,False,0.0
3448,2023-08-24,4434,Northeast,Paid Search,Mobile,1.82,110.32,False,0.0
3449,2025-04-14,4359,South,Referral,,8.72,661.85,False,0.0
3450,2025-01-12,8265,South,Referral,Mobile,0.0,305.5,False,0.0
3451,2025-01-20,11418,Northeast,Paid Search,Mobile,11.91,701.63,False,0.0
3452,2023-10-16,9361,Midwest,Paid Search,Mobile,7.01,635.84,False,0.0
3453,2024-11-07,12688,Northeast,Direct,Desktop,6.5,73.1,False,0.0
3454,2023-02-07,6910,South,Social,Desktop,12.57,151.58,False,0.0
3455,2023-05-23,5329,Midwest,Direct,Mobile,8.67,164.21,False,0.0
3456,2023-08-09,5242,Northeast,Paid Search,Tablet,4.71,1074.27,False,0.0
3457,2024-04-06,11144,Northeast,Paid Search,Tablet,13.79,71.96,False,0.0
3458,2024-09-08,9428,Midwest,Display,Mobile,9.27,422.49,False,0.0
3459,2023-04-05,14953,South,Organic Search,Mobile,2.92,43.13,False,0.0
3460,2024-11-10,14908,Northeast,Display,Tablet,6.12,599.67,False,0.0
3461,2024-04-03,6895,Northeast,Email,Mobile,5.43,216.54,False,0.0
3462,2023-06-04,2214,South,Paid Search,Mobile,14.45,222.07,True,141.31
3463,2025-02-05,12289,Midwest,Social,Mobile,7.55,35.99,False,0.0
3464,2024-04-19,4802,Midwest,Paid Search,Desktop,13.25,101.59,False,0.0
3465,2025-03-13,10709,Northeast,Organic Search,Mobile,8.08,79.67,False,0.0
3466,2024-04-14,7238,Northeast,Email,Desktop,1.96,172.22,False,0.0
3467,2024-04-16,10479,Northeast,Paid Search,Mobile,6.74,39.62,False,0.0
3468,2023-07-22,3978,Midwest,Direct,Desktop,5.8,325.02,False,0.0
3469,2023-01-14,11704,South,Referral,Mobile,6.55,25.77,True,5.36
3470,2023-10-20,14354,Midwest,Display,Mobile,7.47,413.95,True,236.92
3471,2024-03-13,10914,South,Organic Search,Tablet,6.31,75.62,False,0.0
3472,2024-06-10,3999,South,Organic Search,Mobile,4.97,410.41,False,0.0
3473,2024-06-24,8452,Midwest,Paid Search,Desktop,8.81,54.74,False,0.0
3474,2024-12-23,10538,Northeast,Organic Search,Mobile,11.97,195.12,False,0.0
3475,2025-03-28,7259,Midwest,Referral,Mobile,0.0,613.05,False,0.0
3476,2024-03-20,12935,South,Display,Desktop,6.46,244.75,False,0.0
3477,2024-08-28,10736,Midwest,Display,Mobile,5.58,32.01,True,8.55
3478,2023-09-16,2320,Northeast,Paid Search,Mobile,9.14,310.03,False,0.0
3479,2023-04-04,10046,West,Organic Search,Tablet,13.15,238.43,False,0.0
3480,2025-01-29,12532,Midwest,Paid Search,Mobile,3.01,142.52,False,0.0
3481,2024-11-29,13952,Northeast,Referral,Mobile,7.34,169.22,False,0.0
3482,2024-11-27,10005,Northeast,Display,Desktop,8.08,341.15,False,0.0
3483,2023-08-11,13446,South,Paid Search,Desktop,6.6,103.42,False,0.0
3484,2025-05-25,10310,South,Email,Mobile,3.45,147.71,False,0.0
3485,2024-12-15,2334,Northeast,Paid Search,Mobile,7.83,90.06,False,0.0
3486,2024-12-31,14268,Midwest,Social,Desktop,6.89,599.05,False,0.0
3487,2024-02-27,4207,Midwest,Social,Mobile,5.91,70.18,False,0.0
3488,2023-08-19,5620,South,Direct,Mobile,10.28,90.36,False,0.0
3489,2024-09-18,1364,West,Referral,Mobile,9.68,178.88,False,0.0
3490,2024-12-28,4091,Northeast,Referral,Desktop,6.01,318.78,False,0.0
3491,2023-10-15,6970,Midwest,Organic Search,Desktop,5.46,37.82,False,0.0
3492,2023-04-05,8697,Northeast,Display,Tablet,4.56,87.84,False,0.0
3493,2023-03-15,4621,South,Organic Search,Mobile,9.94,322.21,False,0.0
3494,2024-07-12,2448,West,Display,Desktop,4.92,564.6,False,0.0
3495,2023-06-11,1026,South,Organic Search,Mobile,7.16,745.84,False,0.0
3496,2025-02-27,7986,Midwest,Social,Desktop,9.12,429.33,True,249.39
3497,2025-03-15,1497,West,Social,Desktop,6.12,184.57,False,0.0
3498,2024-02-11,1958,South,Direct,Mobile,10.7,59.13,True,19.75
3499,2023-04-18,9424,South,Organic Search,Desktop,5.14,813.02,False,0.0
3500,2023-01-06,13692,Northeast,Paid Search,Mobile,13.11,330.87,False,0.0
3501,2024-02-08,796,South,Display,Mobile,10.08,1246.87,False,0.0
3502,2023-10-13,1285,Northeast,Direct,Mobile,7.3,382.67,False,0.0
3503,2024-04-17,14403,South,Email,Desktop,5.3,94.08,False,0.0
3504,2024-12-26,10694,South,Display,Desktop,12.31,587.86,False,0.0
3505,2024-10-31,6648,mid-west,Display,Desktop,0.0,22.68,False,0.0
3506,2025-04-19,13484,South,Social,Desktop,6.07,155.48,False,0.0
3507,2024-12-15,9663,Northeast,Email,Desktop,11.17,79.04,False,0.0
3508,2023-03-03,14638,Northeast,Referral,Desktop,5.16,202.65,False,0.0
3509,2024-05-15,127,mid-west,Email,Tablet,10.5,675.52,False,0.0
3510,2023-06-27,3902,Northeast,Display,Desktop,2.59,188.64,False,0.0
3511,2023-02-10,10202,South,Referral,Mobile,11.8,381.35,False,0.0
3512,2024-11-13,5905,South,Organic Search,Desktop,14.64,44.39,False,0.0
3513,2023-05-30,3522,South,Email,,10.1,23.93,False,0.0
3514,2025-02-17,9041,South,Organic Search,Desktop,5.88,27.17,False,0.0
3515,2023-03-16,12727,South,Organic Search,Desktop,8.22,63.12,False,0.0
3516,2024-06-05,7766,Northeast,Referral,Desktop,8.51,120.42,False,0.0
3517,2024-01-15,14301,Northeast,Paid Search,Mobile,6.17,186.71,False,0.0
3518,2024-06-18,2428,Northeast,Referral,,6.34,168.6,True,149.0
3519,2024-04-07,14087,South,Paid Search,Mobile,4.65,117.99,False,0.0
3520,2023-10-14,7998,West,Referral,Mobile,8.89,99.29,False,0.0
3521,2024-11-22,660,South,Paid Search,Desktop,11.99,206.43,False,0.0
3522,2023-03-08,1722,Northeast,Referral,Mobile,6.11,386.59,True,319.6
3523,2024-09-02,3564,West,Referral,Mobile,7.45,675.14,False,0.0
3524,2023-12-13,1767,South,Referral,Mobile,0.0,51.35,False,0.0
3525,2024-10-09,11920,South,Display,Desktop,11.66,423.45,False,0.0
3526,2023-08-31,6895,Northeast,Paid Search,Mobile,13.52,303.89,False,0.0
3527,2023-12-06,8262,West,Organic Search,Desktop,5.47,416.07,False,0.0
3528,2023-09-15,9927,West,Email,Mobile,7.82,287.75,False,0.0
3529,2024-08-29,3919,Northeast,Email,Mobile,2.11,82.75,False,0.0
3530,2024-08-22,1864,South,Organic Search,Mobile,7.24,461.66,False,0.0
3531,2023-12-15,3892,Northeast,Email,Mobile,7.69,225.4,False,0.0
3532,2024-01-03,5867,South,Paid Search,Mobile,0.0,128.55,False,0.0
3533,2023-12-28,10249,Northeast,Paid Search,Mobile,4.06,22.07,False,0.0
3534,2024-12-15,10175,Northeast,Email,Desktop,9.79,297.25,False,0.0
3535,2025-03-07,5074,South,Referral,Mobile,8.55,576.0,False,0.0
3536,2024-12-15,326,South,Organic Search,Desktop,7.17,308.08,False,0.0
3537,2024-06-26,11974,N. East,Paid Search,Mobile,3.78,478.64,False,0.0
3538,2025-03-29,10137,Midwest,Referral,Desktop,13.14,171.93,True,108.04
3539,2023-05-18,8245,South,Paid Search,Mobile,1.02,379.85,False,0.0
3540,2024-10-19,11197,South,Direct,Desktop,8.44,404.35,False,0.0
3541,2023-12-05,7176,West,Email,Desktop,0.41,255.56,False,0.0
3542,2023-11-12,3599,West,Referral,Tablet,11.18,1013.2,False,0.0
3543,2025-04-16,6015,South,Display,Desktop,3.83,616.11,False,0.0
3544,2024-02-26,10798,Midwest,Email,,9.71,488.57,False,0.0
3545,2023-11-28,14040,South,Direct,Desktop,6.84,342.17,False,0.0
3546,2023-10-27,14694,South,Paid Search,Desktop,8.77,449.82,False,0.0
3547,2024-09-06,11484,Midwest,Organic Search,Desktop,1.12,208.58,False,0.0
3548,2025-06-02,11380,Midwest,Referral,Desktop,2.62,922.62,False,0.0
3549,2023-11-12,11027,West,Email,Mobile,7.74,586.95,False,0.0
3550,2025-03-26,435,Midwest,Paid Search,Mobile,6.28,244.14,False,0.0
3551,2023-06-12,7888,South,Social,Desktop,11.27,196.11,True,120.24
3552,2024-09-06,952,Northeast,Organic Search,Mobile,6.93,210.69,False,0.0
3553,2024-05-22,14597,Northeast,Organic Search,Desktop,4.6,511.39,False,0.0
3554,2024-02-17,3582,Northeast,Paid Search,Mobile,8.35,629.49,False,0.0
3555,2023-10-25,11148,South,Paid Search,Desktop,8.73,344.57,False,0.0
3556,2023-06-09,11404,Midwest,Social,Desktop,3.35,848.89,False,0.0
3557,2023-07-31,14520,South,Paid Search,Mobile,7.0,980.0,False,0.0
3558,2025-05-08,8720,Northeast,Social,Mobile,10.34,205.6,False,0.0
3559,2024-07-22,9823,South,Display,Desktop,1.63,1104.13,False,0.0
3560,2024-07-03,8715,Midwest,Organic Search,Tablet,0.0,486.25,False,0.0
3561,2024-01-18,795,South,Direct,Desktop,3.25,786.71,False,0.0
3562,2025-01-16,12139,Northeast,Paid Search,Desktop,9.83,667.38,False,0.0
3563,2024-05-23,7049,South,Referral,Tablet,8.08,103.79,False,0.0
3564,2023-03-15,6099,West,Display,Mobile,0.0,148.56,False,0.0
3565,2025-06-18,5221,Northeast,Social,Mobile,7.52,64.9,False,0.0
3566,2024-05-16,548,South,Referral,Mobile,5.15,134.65,False,0.0
3567,2024-03-06,2816,West,Direct,Mobile,8.2,64.3,False,0.0
3568,2025-02-02,9131,West,Email,Mobile,9.9,303.25,False,0.0
3569,2025-04-30,1332,Northeast,Social,Tablet,13.04,310.19,False,0.0
3570,2023-01-11,8410,Midwest,Paid Search,Mobile,7.18,534.21,False,0.0
3571,2023-09-23,6762,Midwest,Organic Search,Desktop,7.18,24.56,False,0.0
3572,2023-07-09,3227,South,Referral,Desktop,3.67,37.24,False,0.0
3573,2023-06-24,8108,Northeast,Organic Search,Desktop,7.49,316.06,False,0.0
3574,2023-10-15,8507,South,Display,Mobile,8.21,254.4,False,0.0
3575,2025-01-30,2830,Midwest,Organic Search,Tablet,3.4,134.12,False,0.0
3576,2023-03-24,14646,West,Social,Desktop,9.64,356.56,False,0.0
3577,2024-12-15,257,South,Organic Search,Mobile,9.24,507.02,False,0.0
3578,2023-12-29,1348,South,Paid Search,Desktop,12.29,92.06,False,0.0
3579,2024-10-06,2647,Northeast,Email,Desktop,6.18,230.06,False,0.0
3580,2024-11-16,7130,Northeast,Paid Search,Mobile,10.39,274.15,False,0.0
3581,2023-07-24,10534,South,Paid Search,Desktop,7.96,321.56,False,0.0
3582,2023-11-23,2390,Northeast,Organic Search,Mobile,4.87,141.64,False,0.0
3583,2024-12-16,11185,West,Paid Search,Mobile,7.12,433.32,False,0.0
3584,2025-01-29,1887,Northeast,Paid Search,Desktop,9.53,87.64,False,0.0
3585,2023-06-23,5261,Northeast,Paid Search,Desktop,5.75,251.56,False,0.0
3586,2023-06-29,13778,Midwest,Social,Mobile,7.37,178.65,False,0.0
3587,2025-01-06,7467,Northeast,Paid Search,Desktop,9.52,62.84,False,0.0
3588,2023-08-17,4935,Midwest,Email,Mobile,6.4,136.14,False,0.0
3589,2023-12-12,10964,Northeast,Display,Mobile,11.06,946.82,False,0.0
3590,2023-04-11,9364,south ,Social,Mobile,4.53,88.82,False,0.0
3591,2024-03-11,8296,South,Paid Search,Desktop,8.0,355.16,False,0.0
3592,2023-11-13,12776,West,Organic Search,Tablet,10.81,320.2,False,0.0
3593,2023-05-21,8067,south ,Referral,Desktop,5.1,383.04,False,0.0
3594,2024-12-23,12889,South,Organic Search,Mobile,9.97,261.63,False,0.0
3595,2024-03-25,5452,West,Email,Mobile,5.36,427.91,False,0.0
3596,2023-09-13,11423,Northeast,Email,Mobile,6.6,59.57,True,30.04
3597,2025-06-22,13621,Northeast,Social,Tablet,6.46,548.65,False,0.0
3598,2023-01-20,4377,Northeast,Direct,Desktop,4.21,1402.46,False,0.0
3599,2024-12-23,4272,South,Referral,Mobile,10.29,66.87,False,0.0
3600,2024-01-20,11916,South,Direct,Desktop,8.26,110.39,False,0.0
3601,2024-12-18,6637,South,Social,Desktop,7.28,38.5,False,0.0
3602,2024-03-04,12416,South,Paid Search,Desktop,0.0,23.17,False,0.0
3603,2023-03-25,13227,South,Referral,Desktop,10.47,169.29,False,0.0
3604,2023-11-12,5938,West,Email,Mobile,11.49,365.66,False,0.0
3605,2024-12-05,4679,Midwest,Organic Search,Mobile,0.88,41.58,False,0.0
3606,2023-04-10,6935,Northeast,Social,Mobile,8.2,528.68,False,0.0
3607,2023-02-01,9841,West,Paid Search,Desktop,7.45,523.15,False,0.0
3608,2024-04-01,361,South,Referral,Mobile,5.2,234.74,False,0.0
3609,2024-06-19,4368,Northeast,Email,Desktop,2.93,858.82,False,0.0
3610,2023-04-11,8959,South,Paid Search,Desktop,10.73,129.93,False,0.0
3611,2023-10-15,14931,West,Social,Mobile,4.41,15.32,False,0.0
3612,2025-05-12,12043,Midwest,Paid Search,Mobile,11.13,171.76,False,0.0
3613,2023-05-31,14904,Northeast,Paid Search,Desktop,10.89,109.31,False,0.0
3614,2023-07-07,8232,South,Paid Search,Desktop,3.56,73.1,True,56.19
3615,2024-05-30,11231,Midwest,Social,Tablet,7.39,108.7,False,0.0
3616,2023-04-16,13627,South,Organic Search,Desktop,0.0,557.46,False,0.0
3617,2024-12-09,2176,Midwest,Referral,Mobile,7.08,32.61,False,0.0
3618,2024-09-20,8962,South,Social,Desktop,8.79,96.74,False,0.0
3619,2023-04-30,10141,South,Display,Desktop,10.09,474.5,False,0.0
3620,2023-11-23,9544,Northeast,Paid Search,Mobile,5.43,39.66,False,0.0
3621,2024-08-18,2745,West,Organic Search,Desktop,5.91,608.58,False,0.0
3622,2023-06-19,9930,Northeast,Organic Search,Mobile,8.44,496.79,False,0.0
3623,2024-08-22,3227,South,Organic Search,Mobile,7.22,178.54,True,44.12
3624,2025-06-20,1582,Northeast,Organic Search,Desktop,11.47,122.23,True,48.62
3625,2024-09-25,5066,Midwest,Organic Search,Mobile,10.16,239.76,False,0.0
3626,2025-06-06,12109,Midwest,Display,Desktop,7.39,524.83,False,0.0
3627,2024-10-07,5676,Midwest,Social,Mobile,11.17,160.11,False,0.0
3628,2023-03-05,8261,South,Organic Search,Mobile,7.44,47.31,False,0.0
3629,2023-04-24,13163,West,Paid Search,Desktop,5.8,442.4,False,0.0
3630,2023-12-04,13598,South,Referral,Desktop,8.6,561.92,False,0.0
3631,2023-11-17,7197,South,Direct,Mobile,0.0,148.48,True,68.28
3632,2024-02-05,14983,Northeast,Display,Tablet,4.42,414.68,False,0.0
